id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
1242,989,0.6,156,614,679,2819,16,13,5,Yes,4,medium,Dual,11.0,17.0,24169,LCD,a,817.77
1243,1180,1.0,144,925,1252,1464,7,3,20,Yes,4,medium,Single,5.0,20.0,50510,Touch,n,786.85
1244,718,0.8,113,1185,1387,1824,11,9,3,No,3,high,Single,10.0,13.0,59258,Touch,none,751.47
1245,1670,0.8,139,1706,1886,876,16,0,5,Yes,3,medium,Dual,,15.0,47904,Touch,none,868.2
1246,534,0.3,164,347,1477,2706,7,5,18,Yes,4,high,Single,1.0,9.0,21708,Touch,none,928.42
1247,1566,0.5,126,1603,1930,659,14,9,13,Yes,3,low,Dual,,,20282,Touch,b,803.46
1248,1935,0.6,124,806,860,455,9,2,6,No,4,low,Single,,9.0,29218,LCD,b,873.49
1249,504,0.4,163,1207,1539,2378,17,11,2,Yes,3,high,Dual,2.0,10.0,54285,LCD,none,990.63
1250,913,0.3,103,431,1144,2278,15,3,18,No,4,medium,Dual,1.0,14.0,41423,Touch,none,1127.15
1251,1317,0.5,113,179,613,3436,16,13,5,No,2,medium,Dual,2.0,3.0,43620,Touch,n,1184.04
1252,917,0.5,88,423,909,3424,19,2,13,Yes,4,low,Single,1.0,2.0,31307,Touch,none,1118.96
1253,712,0.6,99,1131,1743,401,5,0,10,No,3,high,Dual,1.0,3.0,49582,LCD,b,607.89
1254,1083,0.9,126,925,1469,681,19,18,19,No,3,medium,Single,6.0,20.0,52745,Touch,a,618.1
1255,1039,0.1,136,62,544,3212,15,7,7,No,4,low,Single,5.0,8.0,6188,LCD,a,1094.33
1256,1747,0.7,185,800,873,3105,7,1,10,No,3,low,Single,4.0,12.0,12983,LCD,none,998.23
1257,1449,0.6,105,211,947,2036,5,1,10,Yes,2,low,Dual,,,52556,Touch,none,700.22
1258,1872,0.2,139,81,1389,3153,16,15,5,Yes,3,low,Dual,14.0,18.0,49470,Touch,none,913.25
1259,1796,0.1,101,667,798,1642,9,4,3,No,2,medium,Dual,5.0,6.0,7916,Touch,n,739.84
1260,1097,0.8,181,405,519,509,15,12,12,No,3,medium,Single,,17.0,60464,LCD,none,682.08
1261,1562,0.8,172,678,1676,3465,16,11,6,No,4,low,Dual,1.0,10.0,20474,Touch,none,1087.11
1262,1433,0.9,153,1619,1651,3900,18,16,2,Yes,4,high,Single,8.0,12.0,27177,LCD,n,1335.39
1263,740,0.2,123,935,1147,1105,7,6,19,No,2,medium,Single,1.0,11.0,12342,Touch,b,577.98
1264,676,0.2,84,864,1011,2064,13,7,6,No,4,medium,Single,1.0,5.0,39599,LCD,none,822.41
1265,503,0.7,131,1495,1688,3117,19,6,9,Yes,4,medium,Dual,1.0,4.0,13509,LCD,n,1097.0
1266,1020,0.7,96,870,1613,1142,13,9,8,No,4,medium,Single,13.0,18.0,7182,LCD,b,781.42
1267,896,0.3,111,1379,1469,1060,12,10,4,No,4,medium,Dual,3.0,4.0,4549,Touch,n,785.87
1268,1824,0.9,143,1055,1738,2381,14,1,5,Yes,4,low,Single,4.0,5.0,19830,LCD,none,1139.59
1269,1512,0.4,134,220,1838,3366,7,3,11,No,4,low,Dual,1.0,2.0,54775,LCD,a,905.44
1270,1053,0.9,126,419,1261,1339,17,0,14,No,2,high,Single,7.0,17.0,42646,LCD,b,670.63
1271,1944,0.8,87,1111,1362,2560,7,3,8,Yes,4,medium,Dual,,10.0,31455,LCD,none,1413.49
1272,1174,0.8,91,1097,1461,285,19,7,3,No,4,low,Dual,1.0,8.0,25468,LCD,a,819.89
1273,627,0.2,131,447,819,2476,17,1,10,Yes,4,medium,Dual,3.0,17.0,12196,LCD,none,633.18
1274,1602,0.6,118,273,1062,1862,16,9,2,No,4,high,Single,4.0,5.0,46571,LCD,b,918.81
1275,1733,0.9,170,590,997,3488,6,4,10,Yes,4,medium,Dual,4.0,15.0,5928,Touch,g,1492.76
1276,586,0.5,142,116,598,3178,9,7,10,No,4,medium,Dual,10.0,14.0,8487,LCD,a,970.8
1277,1528,0.2,156,306,564,733,15,0,14,No,3,high,Single,2.0,3.0,37811,Touch,none,558.95
1278,875,0.1,110,300,1316,756,14,5,6,No,2,low,Single,2.0,7.0,23434,LCD,none,542.03
1279,1602,0.4,170,1259,1746,3622,17,2,17,No,2,low,Single,12.0,13.0,58417,Touch,b,712.63
1280,1426,0.7,174,1573,1694,1277,14,9,5,No,4,medium,Single,4.0,16.0,12598,LCD,none,913.62
1281,1370,0.2,158,1392,1783,3703,13,10,11,No,4,medium,Single,5.0,8.0,6442,Touch,none,1171.54
1282,609,0.1,81,113,1524,1905,16,3,18,Yes,4,low,Single,4.0,6.0,10163,Touch,b,636.16
1283,840,0.3,178,526,1728,2636,12,2,6,No,4,medium,Dual,5.0,8.0,15515,Touch,none,802.76
1284,991,0.3,158,1209,1678,2014,11,9,10,No,4,medium,Single,2.0,6.0,12641,LCD,none,931.2
1285,1724,0.8,100,655,828,3056,18,16,6,Yes,4,medium,Single,,1.0,9225,LCD,none,1359.13
1286,584,0.3,168,1123,1622,465,12,8,4,Yes,4,medium,Single,,,19637,Touch,none,637.76
1287,860,0.7,141,692,979,3869,16,14,20,Yes,4,medium,Dual,1.0,13.0,49635,Touch,g,1298.78
1288,1541,0.2,165,796,1052,1108,12,1,7,Yes,4,high,Dual,10.0,15.0,28794,LCD,n,1083.9
1289,615,0.5,130,1021,1958,1906,14,5,5,Yes,3,low,Dual,7.0,8.0,58306,LCD,none,708.41
1290,912,0.4,84,995,1310,851,8,4,4,Yes,4,high,Dual,6.0,11.0,46457,Touch,n,741.07
1291,1278,0.6,172,1244,1504,3142,11,4,19,Yes,4,medium,Single,10.0,14.0,60697,LCD,n,1042.89
1292,1365,0.3,125,293,970,1300,14,7,13,No,4,low,Single,,,31492,LCD,g,817.11
1293,1702,0.1,177,1240,1931,1430,8,6,10,No,2,medium,Single,7.0,9.0,36567,LCD,none,910.92
1294,589,0.7,146,759,1858,362,16,10,6,Yes,4,low,Single,1.0,4.0,59705,Touch,a,698.07
1295,1347,0.3,95,398,1528,2456,13,0,13,No,3,medium,Dual,10.0,19.0,56647,Touch,n,978.14
1296,1644,1.0,137,358,791,2360,7,4,19,No,4,high,Single,,,44611,LCD,none,978.97
1297,956,0.1,133,403,1614,3700,10,0,7,No,3,medium,Dual,1.0,11.0,42714,Touch,none,703.55
1298,1089,0.1,153,211,1409,2620,7,5,13,No,3,medium,Dual,10.0,20.0,2579,LCD,none,718.16
1299,871,0.1,178,194,1437,437,14,7,17,No,3,low,Single,2.0,3.0,52441,LCD,none,547.93
1300,664,0.9,164,1076,1472,3774,11,5,18,No,4,medium,Single,5.0,19.0,6181,LCD,none,1337.71
1301,1874,0.8,192,1238,1418,1218,15,10,17,Yes,2,low,Single,1.0,9.0,19304,Touch,none,654.7
1302,1928,0.8,162,229,1004,696,14,12,15,No,3,high,Single,5.0,16.0,5685,Touch,a,941.9
1303,888,0.4,198,327,1683,3407,12,1,20,No,4,high,Dual,2.0,17.0,33492,LCD,none,1247.16
1304,1077,0.8,86,135,1892,3902,9,3,3,Yes,3,medium,Dual,1.0,13.0,58567,LCD,none,1012.28
1305,1023,0.2,80,5,1744,2086,10,0,19,Yes,4,high,Dual,5.0,7.0,30526,Touch,b,1011.48
1306,1426,0.6,84,715,1163,1356,15,9,16,Yes,4,low,Single,2.0,10.0,42335,LCD,a,807.4
1307,831,0.7,177,511,621,1704,6,5,20,No,4,medium,Dual,7.0,11.0,26955,Touch,a,662.94
1308,1496,0.5,85,549,1383,3571,16,1,11,Yes,4,medium,Dual,,9.0,6553,Touch,b,1273.44
1309,1433,0.1,129,420,784,2132,18,15,19,Yes,4,high,Single,2.0,11.0,5483,LCD,a,1175.78
1310,1095,0.7,103,838,1066,3209,13,11,8,Yes,4,high,Dual,,5.0,44470,Touch,a,1238.16
1311,643,0.8,156,314,1400,2096,13,6,2,Yes,4,low,Dual,3.0,9.0,23102,LCD,none,824.02
1312,1142,0.5,198,739,1766,1273,19,0,6,Yes,4,medium,Single,,,6618,LCD,none,833.38
1313,730,0.1,112,62,846,3623,9,4,15,Yes,4,low,Dual,3.0,10.0,27563,Touch,none,1144.46
1314,1901,0.6,131,3,1662,368,5,1,12,Yes,4,low,Single,5.0,17.0,41382,LCD,none,941.01
1315,1510,0.7,135,963,1520,854,8,2,10,No,3,low,Dual,1.0,8.0,32692,LCD,g,847.82
1316,1924,0.9,136,1438,1923,3646,10,9,16,No,4,high,Single,,,59511,LCD,b,1350.5
1317,1825,0.1,157,1621,1773,3130,12,4,2,No,4,medium,Dual,13.0,18.0,17174,LCD,n,1216.21
1318,1275,0.2,152,19,501,3784,13,4,4,Yes,4,low,Dual,3.0,9.0,6176,Touch,none,992.41
1319,987,0.8,124,887,1274,3885,11,0,14,Yes,3,high,Single,9.0,17.0,17162,Touch,none,1088.65
1320,1538,0.2,121,567,986,1494,18,10,12,Yes,4,high,Single,6.0,7.0,13820,Touch,n,986.83
1321,1965,0.5,149,584,676,2973,11,1,20,Yes,4,low,Single,4.0,13.0,29357,Touch,a,1265.48
1322,808,0.8,185,496,974,1471,13,4,11,No,2,medium,Single,7.0,14.0,20455,Touch,none,498.27
1323,712,0.5,86,1245,1309,2001,11,10,12,No,3,low,Single,6.0,11.0,27756,Touch,n,700.43
1324,1507,0.4,123,682,888,1486,15,3,19,Yes,4,low,Dual,,,42336,LCD,none,740.38
1325,912,0.9,182,724,794,1321,7,2,6,No,2,low,Single,3.0,6.0,47511,Touch,b,450.91
1326,769,0.1,95,1384,1454,1877,18,2,11,Yes,2,medium,Single,2.0,4.0,17535,LCD,b,475.92
1327,948,0.1,173,257,1654,3499,11,7,19,No,3,high,Single,14.0,20.0,22850,Touch,a,1308.12
1328,507,0.7,142,17,1084,2124,6,0,12,Yes,4,medium,Dual,,,39656,Touch,none,713.38
1329,1384,0.1,82,983,1210,1221,18,12,15,Yes,3,high,Dual,15.0,18.0,60643,LCD,n,843.34
1330,1766,0.5,194,439,1306,2316,19,2,6,Yes,2,medium,Single,1.0,20.0,29141,LCD,g,799.94
1331,1407,0.2,170,925,1206,1068,6,0,8,No,4,medium,Dual,5.0,6.0,16040,Touch,none,988.23
1332,614,0.2,94,409,603,1930,13,12,4,No,4,high,Dual,3.0,7.0,23999,LCD,g,953.05
1333,1972,0.4,196,293,952,1316,8,1,8,No,3,high,Single,9.0,18.0,14699,Touch,none,701.13
1334,1039,0.2,130,384,1878,1742,18,12,15,No,3,low,Dual,8.0,9.0,47585,LCD,none,690.41
1335,511,0.9,125,149,1285,3265,14,7,14,Yes,4,high,Dual,5.0,13.0,34754,LCD,none,824.0
1336,1811,0.6,98,447,568,2700,13,7,8,Yes,4,high,Single,4.0,16.0,5938,Touch,g,979.64
1337,1159,0.4,104,717,1206,2115,8,7,18,No,2,medium,Single,3.0,8.0,36794,LCD,none,608.43
1338,1848,0.1,178,195,533,3915,9,7,8,No,2,medium,Dual,7.0,19.0,12750,LCD,a,943.46
1339,1988,0.1,94,153,696,3144,16,2,14,Yes,4,low,Single,,1.0,16275,LCD,none,1393.56
1340,1469,0.5,150,1699,1850,1571,17,16,2,No,4,low,Single,3.0,8.0,58479,LCD,none,1040.01
1341,1423,0.8,131,501,640,2253,10,8,9,No,2,low,Single,12.0,13.0,44478,LCD,none,643.75
1342,1974,0.8,145,530,1496,1433,6,1,17,No,2,low,Dual,9.0,12.0,10430,LCD,none,719.01
1343,835,0.8,128,396,1378,2583,15,2,13,No,4,low,Dual,2.0,18.0,42536,Touch,a,1032.59
1344,1429,0.9,151,670,1552,1817,6,1,16,No,3,low,Single,8.0,9.0,42877,LCD,none,696.89
1345,947,0.1,144,193,887,2915,17,1,6,Yes,4,low,Single,1.0,15.0,51529,Touch,g,842.46
1346,1446,0.3,178,351,1769,3340,8,0,16,Yes,4,high,Dual,,1.0,17987,Touch,n,861.67
1347,1332,0.8,168,846,855,2790,19,11,10,No,4,medium,Dual,5.0,19.0,7659,Touch,none,1121.45
1348,1498,0.1,191,111,1167,577,14,12,12,Yes,4,medium,Dual,,1.0,14575,Touch,none,658.16
1349,1576,0.4,173,1213,1386,3220,17,2,6,Yes,4,low,Dual,,4.0,14372,Touch,none,1287.23
1350,1398,0.8,150,755,1284,3488,14,3,11,No,4,medium,Dual,8.0,12.0,26865,Touch,none,1224.47
1351,1885,0.6,92,1406,1517,1277,9,6,16,No,4,high,Dual,12.0,15.0,14862,LCD,n,909.04
1352,798,0.8,148,497,627,3593,14,9,3,Yes,2,low,Dual,7.0,15.0,2554,Touch,none,918.51
1353,1436,0.9,124,1826,1836,2736,12,5,19,No,4,high,Dual,,1.0,42653,Touch,none,1225.92
1354,1998,0.6,196,50,1356,2311,17,9,18,Yes,3,medium,Single,8.0,19.0,31616,Touch,none,1179.12
1355,1321,0.4,109,817,941,1464,7,6,16,Yes,4,medium,Single,,9.0,63153,Touch,b,820.94
1356,1021,0.7,192,901,1793,1355,6,1,14,No,3,medium,Single,7.0,12.0,9617,Touch,none,796.56
1357,1339,0.1,123,212,1269,2382,6,4,7,Yes,3,high,Dual,,1.0,40960,LCD,n,870.84
1358,1210,0.5,111,329,1039,1886,16,0,17,Yes,3,medium,Dual,9.0,20.0,57626,LCD,a,890.9
1359,1949,0.1,145,837,1182,832,7,3,19,Yes,4,low,Dual,2.0,9.0,31604,LCD,none,862.72
1360,882,0.2,151,248,884,751,19,11,8,No,4,low,Dual,9.0,16.0,28156,LCD,b,627.25
1361,1549,0.4,113,632,1162,436,10,8,11,Yes,4,medium,Dual,,7.0,27606,LCD,none,787.21
1362,1991,0.7,82,366,613,722,6,5,10,No,4,medium,Dual,1.0,13.0,42094,Touch,none,1110.07
1363,796,0.5,114,174,518,1075,7,3,2,No,2,low,Single,2.0,8.0,12123,Touch,none,505.43
1364,1012,0.1,161,882,1195,2802,8,0,10,No,3,low,Dual,4.0,6.0,39851,Touch,none,842.62
1365,1318,0.8,188,688,1591,1780,12,10,2,No,4,medium,Dual,,15.0,11824,LCD,none,962.53
1366,1708,0.9,197,263,1345,1247,19,16,16,No,4,low,Single,8.0,16.0,14518,LCD,none,684.26
1367,598,0.1,117,118,764,3066,11,2,19,Yes,4,low,Dual,8.0,9.0,62750,Touch,none,1140.77
1368,541,0.4,200,1012,1226,403,11,2,12,Yes,2,high,Single,4.0,17.0,51647,LCD,none,391.94
1369,818,0.2,192,586,1552,2518,19,12,3,No,4,low,Dual,2.0,17.0,23687,Touch,none,1039.99
1370,1414,0.8,168,294,1233,1069,18,6,14,No,4,low,Single,,,15339,LCD,none,795.41
1371,601,0.8,169,818,1827,2651,14,8,9,Yes,4,medium,Dual,3.0,11.0,6477,LCD,a,910.59
1372,561,0.1,99,426,865,2974,15,12,19,Yes,4,high,Dual,2.0,6.0,40520,LCD,a,990.38
1373,1616,0.1,100,151,1133,657,7,3,2,Yes,3,high,Dual,3.0,8.0,52495,Touch,none,727.42
1374,1263,0.4,103,409,644,3372,18,13,10,Yes,4,medium,Dual,1.0,2.0,32245,Touch,none,1242.42
1375,1604,0.6,93,641,1156,1464,15,9,20,Yes,4,medium,Dual,,2.0,63216,Touch,none,918.98
1376,539,0.5,86,958,967,1326,7,4,3,No,3,medium,Dual,1.0,2.0,24039,Touch,none,621.55
1377,1071,0.3,199,1328,1970,3393,6,5,7,No,3,high,Single,,5.0,49530,LCD,none,1236.22
1378,826,0.5,135,354,530,323,17,3,7,No,4,low,Dual,,,57554,LCD,b,608.33
1379,771,0.7,106,1709,1781,1628,9,3,6,No,2,high,Single,2.0,8.0,62618,Touch,none,743.69
1380,1811,0.2,132,1099,1553,2610,8,3,13,No,3,high,Single,,2.0,33490,Touch,none,1308.34
1381,1842,0.4,179,783,1227,3721,16,11,4,Yes,2,medium,Dual,7.0,10.0,56210,Touch,g,1045.41
1382,1420,0.1,100,194,1393,763,17,1,17,No,2,high,Dual,1.0,8.0,51303,Touch,b,503.61
1383,1763,0.2,184,238,1893,792,17,12,13,No,3,low,Dual,12.0,19.0,10637,LCD,a,599.62
1384,1163,0.9,133,919,1076,1568,14,0,19,Yes,3,medium,Single,6.0,20.0,2630,LCD,none,809.02
1385,1805,0.2,182,758,891,1276,19,4,17,Yes,2,low,Single,,2.0,29554,Touch,none,874.57
1386,610,0.4,90,1039,1273,3472,10,4,12,Yes,3,medium,Dual,9.0,19.0,52488,Touch,a,871.76
1387,1533,0.3,160,1054,1393,2520,8,2,11,Yes,4,medium,Dual,18.0,20.0,17980,LCD,n,1150.44
1388,1924,0.3,111,122,686,3423,13,3,19,No,4,low,Single,3.0,10.0,63785,LCD,none,826.78
1389,1801,0.9,120,100,1708,258,14,8,9,No,3,low,Dual,6.0,10.0,52446,LCD,none,567.52
1390,1726,0.6,106,1221,1804,1868,16,7,6,Yes,4,medium,Single,1.0,3.0,42677,LCD,none,964.08
1391,794,0.6,197,312,1376,2171,19,8,18,No,2,high,Dual,15.0,19.0,14671,LCD,a,570.22
1392,1686,0.8,182,599,1073,780,11,10,5,Yes,2,low,Dual,4.0,8.0,28360,LCD,none,694.12
1393,1444,0.9,103,1274,1340,712,17,5,10,Yes,2,medium,Dual,,1.0,6276,LCD,none,640.16
1394,1004,1.0,160,62,581,1012,7,4,13,No,4,medium,Dual,,1.0,30587,Touch,a,640.54
1395,1242,0.2,166,315,1796,318,11,10,19,Yes,3,high,Single,8.0,9.0,28719,LCD,none,590.35
1396,539,0.2,137,1123,1709,3948,18,11,15,No,4,medium,Single,6.0,8.0,26859,Touch,b,690.16
1397,717,0.1,99,1878,1981,629,16,15,20,No,4,medium,Dual,2.0,6.0,14620,LCD,none,985.1
1398,1540,0.1,157,318,831,1161,11,8,5,No,4,low,Dual,,1.0,29054,LCD,none,612.94
1399,672,0.1,99,574,1267,1403,16,7,6,No,4,low,Single,7.0,17.0,35787,LCD,none,873.09
1400,1325,1.0,133,1353,1915,3707,19,3,18,Yes,4,low,Single,,8.0,13586,Touch,none,1405.24
1401,950,0.1,124,86,1681,1305,6,5,4,No,4,low,Single,6.0,7.0,55316,LCD,n,803.93
1402,948,0.3,119,340,1728,2926,17,13,9,No,3,medium,Dual,6.0,7.0,18637,Touch,n,826.43
1403,1328,0.3,144,602,1156,2674,7,2,5,Yes,4,low,Single,5.0,18.0,27233,LCD,g,977.43
1404,1447,0.7,184,963,1062,471,8,4,20,No,2,low,Single,3.0,5.0,40853,LCD,a,599.66
1405,1973,0.8,95,127,507,1724,12,10,8,Yes,2,low,Dual,3.0,7.0,21272,LCD,b,568.38
1406,1731,0.5,171,142,1039,1220,9,3,20,Yes,2,high,Dual,18.0,20.0,60324,Touch,none,600.33
1407,1617,0.7,111,274,1079,2754,19,10,8,No,4,medium,Single,1.0,10.0,63179,Touch,n,1061.98
1408,1791,0.5,110,371,682,594,17,8,16,Yes,4,low,Dual,1.0,4.0,33513,LCD,a,954.58
1409,851,1.0,101,788,1007,1005,12,2,14,No,4,high,Dual,7.0,9.0,54880,LCD,b,746.09
1410,856,0.6,115,395,1027,2439,6,3,12,No,4,medium,Dual,,7.0,14690,Touch,a,652.76
1411,714,0.3,145,643,1527,2302,12,10,10,Yes,2,low,Single,1.0,2.0,30384,Touch,b,588.88
1412,951,0.6,81,854,935,1083,16,11,16,No,4,low,Single,6.0,17.0,15456,Touch,none,802.63
1413,1303,0.4,109,1335,1873,2219,9,3,15,Yes,4,medium,Single,6.0,15.0,10562,Touch,b,891.3
1414,1550,0.1,126,1541,1619,1571,12,3,14,Yes,2,high,Single,2.0,5.0,32697,LCD,none,652.66
1415,1759,0.4,101,382,1163,2107,18,5,16,Yes,4,medium,Single,10.0,13.0,15418,Touch,none,878.42
1416,1448,0.2,100,846,1144,593,9,4,18,No,3,low,Dual,18.0,19.0,2688,Touch,a,646.79
1417,1987,0.7,119,960,1925,857,12,4,6,Yes,3,medium,Single,,18.0,50590,Touch,none,900.01
1418,908,0.6,95,154,941,3518,16,12,7,No,3,medium,Single,1.0,2.0,44702,Touch,n,1033.96
1419,820,0.3,160,468,694,1284,17,7,17,No,2,low,Dual,2.0,4.0,58681,LCD,a,533.11
1420,904,0.6,147,1094,1496,545,19,18,16,No,2,high,Dual,4.0,7.0,19098,LCD,none,573.84
1421,667,0.1,149,272,870,3566,9,5,12,No,4,medium,Dual,4.0,10.0,6412,LCD,n,1152.77
1422,1109,0.1,173,165,1103,2821,13,5,17,No,3,medium,Single,1.0,4.0,34545,LCD,b,614.85
1423,1333,0.7,183,394,1301,3442,18,16,5,No,4,medium,Single,3.0,5.0,59371,Touch,none,1106.59
1424,1352,0.9,92,629,1299,1309,12,1,14,No,4,high,Single,5.0,9.0,6936,LCD,none,720.82
1425,1600,0.6,88,831,1713,1179,10,3,18,No,2,high,Dual,1.0,9.0,20248,LCD,a,735.44
1426,1454,0.8,80,903,910,1713,16,0,19,No,2,medium,Dual,8.0,20.0,37658,LCD,none,767.12
1427,1489,0.4,169,923,1759,1663,9,3,14,No,3,medium,Dual,,1.0,9126,LCD,a,877.29
1428,1823,0.6,81,362,1250,1812,5,0,19,No,3,high,Dual,11.0,19.0,10548,Touch,g,851.33
1429,1581,0.4,172,693,850,1384,19,9,2,Yes,2,medium,Single,9.0,19.0,41533,Touch,a,563.14
1430,1672,0.5,172,1250,1435,1348,11,6,7,Yes,4,medium,Dual,1.0,4.0,44371,Touch,n,1015.62
1431,1283,0.2,80,1135,1923,3957,17,15,6,Yes,4,low,Dual,,6.0,28050,LCD,none,1188.35
1432,630,0.5,180,66,1448,1212,12,8,12,No,4,medium,Single,9.0,13.0,14266,LCD,none,711.05
1433,659,0.7,151,924,1877,3925,8,1,10,No,4,medium,Single,,2.0,23837,Touch,a,1162.1
1434,1811,1.0,115,204,1132,348,17,11,18,Yes,3,low,Dual,,,32232,LCD,b,745.25
1435,688,0.2,109,376,1957,1382,12,7,8,Yes,2,high,Single,9.0,20.0,40706,Touch,none,530.71
1436,514,0.7,141,1083,1492,980,13,7,16,Yes,2,high,Dual,5.0,8.0,18221,LCD,b,594.1
1437,1933,0.5,154,229,1473,838,14,2,18,No,2,high,Dual,1.0,9.0,16557,Touch,none,731.31
1438,915,0.3,91,875,1316,378,11,6,9,No,4,medium,Single,8.0,20.0,31035,Touch,none,664.95
1439,1006,0.8,135,35,991,909,18,4,7,No,4,medium,Dual,4.0,8.0,22531,LCD,g,723.82
1440,1134,0.4,92,18,903,3632,17,8,19,Yes,4,low,Single,2.0,19.0,12912,Touch,none,784.81
1441,599,0.3,186,103,646,3396,5,3,7,Yes,4,high,Single,,1.0,64505,LCD,none,661.7
1442,973,0.5,196,105,588,1861,13,10,16,No,2,low,Dual,5.0,7.0,53061,Touch,none,536.5
1443,1180,0.1,90,168,540,348,7,5,19,Yes,4,high,Single,,1.0,27245,Touch,a,628.58
1444,1237,0.8,98,18,1004,2528,11,8,16,Yes,2,high,Single,7.0,12.0,13360,LCD,none,621.48
1445,659,0.3,169,659,730,2190,16,10,16,No,4,low,Dual,7.0,10.0,5299,Touch,none,866.57
1446,1142,0.7,190,534,855,663,12,4,5,Yes,2,medium,Dual,6.0,8.0,6402,Touch,a,555.18
1447,1002,0.4,185,285,512,961,10,7,19,No,4,high,Dual,16.0,18.0,11599,LCD,b,660.09
1448,1392,0.7,113,482,1098,1280,8,1,16,No,4,high,Single,,2.0,44574,LCD,b,823.78
1449,602,0.9,141,1571,1717,2189,7,5,16,No,2,low,Single,9.0,18.0,50319,Touch,none,865.24
1450,1249,0.8,140,605,1193,531,18,10,13,Yes,4,low,Single,3.0,8.0,55399,Touch,g,728.04
1451,531,0.5,121,158,1657,2331,18,12,20,Yes,4,low,Dual,,3.0,12661,LCD,a,695.46
1452,1450,0.6,114,1573,1639,794,11,5,9,No,2,medium,Single,1.0,4.0,31034,Touch,g,788.01
1453,1342,0.1,173,127,620,2644,7,2,11,No,2,high,Single,1.0,8.0,50482,Touch,a,675.66
1454,832,0.6,198,343,1431,1666,15,4,20,Yes,4,low,Single,5.0,8.0,22429,Touch,b,901.82
1455,867,0.1,159,289,724,2157,8,6,18,Yes,4,medium,Single,,,57332,LCD,none,971.48
1456,1404,0.9,151,1703,1880,1196,10,6,5,No,2,medium,Single,16.0,20.0,45018,LCD,g,722.38
1457,840,0.7,150,1482,1591,2072,10,8,19,No,2,low,Dual,6.0,7.0,33742,Touch,none,824.0
1458,1368,0.2,91,907,925,1590,12,0,14,No,4,low,Single,10.0,20.0,42528,LCD,none,862.78
1459,1927,0.4,190,491,1506,2916,16,11,18,No,2,low,Dual,3.0,12.0,11344,Touch,n,858.89
1460,1714,0.4,120,287,627,3707,5,1,19,No,2,low,Dual,7.0,10.0,31146,LCD,a,1006.34
1461,1201,0.4,198,1151,1723,726,11,4,3,Yes,4,low,Single,1.0,5.0,10650,Touch,none,849.85
1462,1796,0.9,184,1024,1363,3577,17,7,4,Yes,3,high,Single,4.0,11.0,44390,Touch,none,1208.49
1463,1147,0.7,158,1085,1134,2627,18,3,15,No,3,low,Dual,11.0,13.0,27943,LCD,g,900.36
1464,776,1.0,146,991,1803,685,15,11,7,Yes,4,medium,Single,,9.0,20444,Touch,a,819.12
1465,510,0.1,110,1052,1897,1693,6,2,5,No,2,high,Single,,10.0,33541,Touch,none,662.78
1466,1045,0.1,175,1078,1564,2137,11,8,12,Yes,4,medium,Dual,3.0,7.0,40206,LCD,g,889.63
1467,1497,0.1,153,98,977,3696,9,0,3,Yes,4,low,Dual,4.0,20.0,11052,LCD,a,1232.69
1468,1425,0.5,89,396,1648,3771,10,3,9,Yes,4,low,Single,,2.0,33197,LCD,g,1530.54
1469,726,0.8,94,323,978,1342,16,11,4,No,4,medium,Single,,20.0,40853,Touch,g,844.79
1470,1576,0.6,148,410,1551,1379,17,1,16,Yes,4,medium,Single,,,20607,LCD,a,734.3
1471,714,0.1,197,1750,1857,1164,15,12,19,Yes,4,medium,Dual,5.0,6.0,12079,Touch,none,1082.53
1472,1595,0.9,88,1475,1988,908,18,13,6,No,2,medium,Dual,1.0,20.0,63750,LCD,b,803.39
1473,541,0.4,127,1836,1873,1019,19,9,15,No,4,medium,Single,,,10695,Touch,none,697.05
1474,1617,0.9,113,283,676,3685,13,1,18,Yes,2,high,Single,14.0,20.0,29418,LCD,none,1227.55
1475,1154,0.2,98,539,1240,1470,12,0,12,No,4,medium,Dual,2.0,13.0,5336,LCD,none,848.11
1476,1638,0.2,189,440,563,2299,19,9,9,No,3,medium,Single,6.0,11.0,2460,Touch,g,1075.47
1477,1150,0.4,151,397,800,999,6,2,11,Yes,3,high,Single,,1.0,39609,Touch,none,618.49
1478,1254,0.2,149,204,1021,3011,7,4,12,Yes,4,high,Single,,10.0,45059,Touch,none,1075.85
1479,1806,0.1,117,347,727,3142,13,0,6,Yes,4,medium,Dual,2.0,11.0,54294,LCD,n,1056.21
1480,603,0.7,114,1003,1284,1543,7,5,19,No,3,medium,Single,8.0,20.0,12071,Touch,none,741.32
1481,1834,0.1,99,0,1987,3692,13,0,16,No,4,medium,Single,7.0,11.0,40300,Touch,none,1203.17
1482,520,0.8,145,264,519,2753,13,7,17,No,4,high,Single,,14.0,31577,LCD,a,781.0
1483,565,0.1,158,543,703,2156,13,6,6,No,3,low,Dual,1.0,8.0,50724,Touch,a,550.31
1484,1689,0.5,150,467,675,2637,8,4,3,Yes,3,low,Single,11.0,15.0,9958,LCD,none,1043.41
1485,742,0.7,104,875,925,331,11,8,7,Yes,3,high,Single,,1.0,21958,LCD,none,504.71
1486,1143,1.0,125,1116,1724,1214,12,5,16,No,4,medium,Dual,1.0,6.0,22445,Touch,none,873.45
1487,761,0.8,196,1325,1945,2248,19,3,15,Yes,3,low,Single,9.0,15.0,3274,Touch,b,572.38
